"destination","passanger","weather","temperature","time","coupon","expiration","gender","age","maritalStatus","has_children","education","occupation","income","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y","age_weightage","income_weightage","occupation_class","expiration_weightage"
"No Urgent Place","Kids","Snowy","30","6PM","Bar","1d","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","less1","1~3","1~3","1~3","0","0","0","1",0,5,4,"Professionals",24
"No Urgent Place","Friends","Sunny","80","6PM","Restaurant(<20)","2h","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","less1","1~3","1~3","1~3","0","0","0","1",0,5,4,"Professionals",2
"No Urgent Place","Friends","Sunny","80","10PM","Bar","1d","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","less1","1~3","1~3","1~3","1","0","0","1",0,5,4,"Professionals",24
"No Urgent Place","Friends","Sunny","55","10PM","Bar","2h","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","less1","1~3","1~3","1~3","1","0","0","1",0,5,4,"Professionals",2
"No Urgent Place","Friends","Sunny","30","10AM","Carry out & Take away","2h","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","less1","1~3","1~3","1~3","0","0","0","1",0,5,4,"Professionals",2
"No Urgent Place","Friends","Snowy","30","2PM","Restaurant(<20)","1d","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","less1","1~3","1~3","1~3","0","0","0","1",0,5,4,"Professionals",24
"No Urgent Place","Alone","Rainy","55","10AM","Bar","1d","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","less1","1~3","1~3","1~3","1","0","0","1",0,5,4,"Professionals",24
"No Urgent Place","Alone","Sunny","80","10AM","Restaurant(<20)","2h","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","less1","1~3","1~3","1~3","0","0","0","1",0,5,4,"Professionals",2
"No Urgent Place","Kids","Sunny","55","6PM","Restaurant(<20)","2h","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","1~3","1~3","1~3","1~3","1","0","0","1",1,5,4,"Professionals",2
"Home","Kids","Sunny","55","10PM","Restaurant(20-50)","1d","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","less1","1~3","1~3","1~3","1","0","1","0",0,5,4,"Professionals",24
"Home","Kids","Sunny","55","10PM","Restaurant(20-50)","2h","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","less1","1~3","1~3","1~3","1","0","0","1",0,5,4,"Professionals",2
"Home","Partner","Sunny","30","10PM","Bar","2h","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","less1","1~3","1~3","1~3","1","1","0","1",0,5,4,"Professionals",2
"Home","Alone","Sunny","80","6PM","Carry out & Take away","2h","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","less1","1~3","1~3","1~3","1","0","1","0",1,5,4,"Professionals",2
"Home","Alone","Sunny","30","6PM","Carry out & Take away","1d","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","less1","1~3","1~3","1~3","0","0","0","1",1,5,4,"Professionals",24
"Home","Alone","Rainy","55","10PM","Coffee House","2h","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","less1","1~3","1~3","1~3","0","0","1","0",0,5,4,"Professionals",2
"Home","Alone","Snowy","30","10PM","Coffee House","2h","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","less1","1~3","1~3","1~3","1","0","0","1",0,5,4,"Professionals",2
"Home","Alone","Sunny","80","6PM","Restaurant(20-50)","1d","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","less1","1~3","1~3","1~3","0","0","1","0",1,5,4,"Professionals",24
"Work","Alone","Rainy","55","7AM","Carry out & Take away","1d","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","less1","1~3","1~3","1~3","0","0","0","1",1,5,4,"Professionals",24
"Work","Alone","Snowy","30","7AM","Coffee House","1d","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","less1","1~3","1~3","1~3","0","0","1","0",0,5,4,"Professionals",24
"Work","Alone","Snowy","30","7AM","Bar","1d","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","less1","1~3","1~3","1~3","1","1","0","1",0,5,4,"Professionals",24
"Work","Alone","Sunny","80","7AM","Restaurant(20-50)","2h","Female","36","Married partner","1","Bachelors degree","Education&Training&Library","$37500 - $49999","less1","less1","1~3","1~3","1~3","0","0","1","0",0,5,4,"Professionals",2
"No Urgent Place","Kids","Sunny","30","10PM","Restaurant(20-50)","2h","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","0","0","0","1",0,4,9,"Service and sales workers",2
"No Urgent Place","Kids","Snowy","30","6PM","Bar","1d","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","0","0","0","1",0,4,9,"Service and sales workers",24
"No Urgent Place","Friends","Sunny","80","6PM","Restaurant(<20)","2h","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","0","0","0","1",1,4,9,"Service and sales workers",2
"No Urgent Place","Friends","Sunny","80","10PM","Bar","1d","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","1","0","0","1",1,4,9,"Service and sales workers",24
"No Urgent Place","Friends","Sunny","55","10PM","Bar","2h","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","1","0","0","1",1,4,9,"Service and sales workers",2
"No Urgent Place","Friends","Sunny","30","10AM","Carry out & Take away","2h","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","0","0","0","1",1,4,9,"Service and sales workers",2
"No Urgent Place","Friends","Snowy","30","2PM","Restaurant(<20)","1d","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","0","0","0","1",0,4,9,"Service and sales workers",24
"No Urgent Place","Alone","Rainy","55","10AM","Bar","1d","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","1","0","0","1",0,4,9,"Service and sales workers",24
"No Urgent Place","Alone","Sunny","80","10AM","Restaurant(<20)","2h","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","0","0","0","1",0,4,9,"Service and sales workers",2
"No Urgent Place","Kids","Sunny","55","6PM","Restaurant(<20)","2h","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","1","0","0","1",1,4,9,"Service and sales workers",2
"Home","Kids","Sunny","55","10PM","Restaurant(20-50)","1d","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","1","0","1","0",1,4,9,"Service and sales workers",24
"Home","Kids","Sunny","55","10PM","Restaurant(20-50)","2h","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","1","0","0","1",0,4,9,"Service and sales workers",2
"Home","Partner","Sunny","30","10PM","Bar","2h","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","1","1","0","1",1,4,9,"Service and sales workers",2
"Home","Alone","Sunny","80","6PM","Carry out & Take away","2h","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","1","0","1","0",1,4,9,"Service and sales workers",2
"Home","Alone","Sunny","30","6PM","Carry out & Take away","1d","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","0","0","0","1",1,4,9,"Service and sales workers",24
"Home","Alone","Rainy","55","10PM","Coffee House","2h","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","0","0","1","0",1,4,9,"Service and sales workers",2
"Home","Alone","Snowy","30","10PM","Coffee House","2h","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","1","0","0","1",0,4,9,"Service and sales workers",2
"Home","Alone","Sunny","80","6PM","Restaurant(20-50)","1d","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","0","0","1","0",1,4,9,"Service and sales workers",24
"Work","Alone","Rainy","55","7AM","Carry out & Take away","1d","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","0","0","0","1",1,4,9,"Service and sales workers",24
"Work","Alone","Snowy","30","7AM","Coffee House","1d","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","0","0","1","0",0,4,9,"Service and sales workers",24
"Work","Alone","Snowy","30","7AM","Bar","1d","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","1","1","0","1",1,4,9,"Service and sales workers",24
"Work","Alone","Sunny","80","7AM","Restaurant(20-50)","2h","Male","31","Married partner","1","Some college - no degree","Protective Service","$100000 or More","1~3","less1","4~8","1~3","4~8","0","0","1","0",0,4,9,"Service and sales workers",2
"No Urgent Place","Kids","Sunny","30","10PM","Restaurant(20-50)","2h","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","0","0","0","1",0,8,4,"Unemployed",2
"No Urgent Place","Kids","Snowy","30","6PM","Bar","1d","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","0","0","0","1",1,8,4,"Unemployed",24
"No Urgent Place","Friends","Sunny","80","6PM","Restaurant(<20)","2h","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","0","0","0","1",1,8,4,"Unemployed",2
"No Urgent Place","Friends","Sunny","80","10PM","Bar","1d","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","1","0","0","1",0,8,4,"Unemployed",24
"No Urgent Place","Friends","Sunny","55","10PM","Bar","2h","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","1","0","0","1",0,8,4,"Unemployed",2
"No Urgent Place","Friends","Sunny","30","10AM","Carry out & Take away","2h","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","0","0","0","1",1,8,4,"Unemployed",2
"No Urgent Place","Friends","Snowy","30","2PM","Restaurant(<20)","1d","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","0","0","0","1",1,8,4,"Unemployed",24
"No Urgent Place","Alone","Rainy","55","10AM","Bar","1d","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","1","0","0","1",0,8,4,"Unemployed",24
"No Urgent Place","Alone","Sunny","80","10AM","Restaurant(<20)","2h","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","0","0","0","1",0,8,4,"Unemployed",2
"No Urgent Place","Kids","Sunny","55","6PM","Restaurant(<20)","2h","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","1","0","0","1",1,8,4,"Unemployed",2
"Home","Kids","Sunny","55","10PM","Restaurant(20-50)","1d","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","1","0","1","0",1,8,4,"Unemployed",24
"Home","Kids","Sunny","55","10PM","Restaurant(20-50)","2h","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","1","0","0","1",0,8,4,"Unemployed",2
"Home","Partner","Sunny","30","10PM","Bar","2h","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","1","1","0","1",0,8,4,"Unemployed",2
"Home","Alone","Sunny","80","6PM","Carry out & Take away","2h","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","1","0","1","0",1,8,4,"Unemployed",2
"Home","Alone","Sunny","30","6PM","Carry out & Take away","1d","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","0","0","0","1",1,8,4,"Unemployed",24
"Home","Alone","Rainy","55","10PM","Coffee House","2h","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","0","0","1","0",0,8,4,"Unemployed",2
"Home","Alone","Snowy","30","10PM","Coffee House","2h","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","1","0","0","1",0,8,4,"Unemployed",2
"Home","Alone","Sunny","80","6PM","Restaurant(20-50)","1d","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","0","0","1","0",1,8,4,"Unemployed",24
"Work","Alone","Rainy","55","7AM","Carry out & Take away","1d","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","0","0","0","1",1,8,4,"Unemployed",24
"Work","Alone","Snowy","30","7AM","Coffee House","1d","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","0","0","1","0",1,8,4,"Unemployed",24
"Work","Alone","Snowy","30","7AM","Bar","1d","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","1","1","0","1",0,8,4,"Unemployed",24
"Work","Alone","Sunny","80","7AM","Restaurant(20-50)","2h","Female","50plus","Married partner","1","Bachelors degree","Unemployed","$37500 - $49999","never","less1","1~3","1~3","1~3","0","0","1","0",0,8,4,"Unemployed",2
"No Urgent Place","Friends","Sunny","80","6PM","Restaurant(<20)","2h","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","0","0","0","1",1,6,2,"Service and sales workers",2
"No Urgent Place","Friends","Sunny","80","10PM","Bar","1d","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","1","0","0","1",0,6,2,"Service and sales workers",24
"No Urgent Place","Friends","Sunny","55","10PM","Bar","2h","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","1","0","0","1",1,6,2,"Service and sales workers",2
"No Urgent Place","Friends","Sunny","30","10AM","Carry out & Take away","2h","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","0","0","0","1",1,6,2,"Service and sales workers",2
"No Urgent Place","Friends","Snowy","30","2PM","Restaurant(<20)","1d","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","0","0","0","1",1,6,2,"Service and sales workers",24
"No Urgent Place","Alone","Rainy","55","10AM","Bar","1d","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","1","0","0","1",0,6,2,"Service and sales workers",24
"No Urgent Place","Alone","Rainy","55","2PM","Carry out & Take away","2h","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","0","0","0","1",1,6,2,"Service and sales workers",2
"No Urgent Place","Alone","Sunny","80","10AM","Restaurant(<20)","2h","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","0","0","0","1",1,6,2,"Service and sales workers",2
"No Urgent Place","Alone","Snowy","30","10AM","Restaurant(<20)","1d","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","1","0","0","1",1,6,2,"Service and sales workers",24
"Home","Alone","Sunny","80","6PM","Carry out & Take away","2h","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","1","0","1","0",1,6,2,"Service and sales workers",2
"Home","Alone","Sunny","30","6PM","Carry out & Take away","1d","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","0","0","0","1",1,6,2,"Service and sales workers",24
"Home","Alone","Rainy","55","10PM","Coffee House","2h","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","0","0","1","0",1,6,2,"Service and sales workers",2
"Home","Alone","Snowy","30","10PM","Coffee House","2h","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","1","0","0","1",0,6,2,"Service and sales workers",2
"Home","Alone","Snowy","30","10PM","Carry out & Take away","1d","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","1","1","0","1",1,6,2,"Service and sales workers",24
"Home","Alone","Sunny","80","6PM","Restaurant(20-50)","1d","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","0","0","1","0",1,6,2,"Service and sales workers",24
"Home","Alone","Sunny","80","10PM","Restaurant(20-50)","1d","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","0","0","0","1",1,6,2,"Service and sales workers",24
"Work","Alone","Rainy","55","7AM","Restaurant(<20)","2h","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","0","0","1","0",0,6,2,"Service and sales workers",2
"Work","Alone","Rainy","55","7AM","Carry out & Take away","1d","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","0","0","0","1",0,6,2,"Service and sales workers",24
"Work","Alone","Snowy","30","7AM","Coffee House","1d","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","0","0","1","0",1,6,2,"Service and sales workers",24
"Work","Alone","Snowy","30","7AM","Restaurant(<20)","1d","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","1","0","0","1",0,6,2,"Service and sales workers",24
"Work","Alone","Snowy","30","7AM","Bar","1d","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","1","1","0","1",0,6,2,"Service and sales workers",24
"Work","Alone","Sunny","80","7AM","Restaurant(20-50)","2h","Male","41","Divorced","1","High School Graduate","Sales & Related","$12500 - $24999","never","less1","less1","1~3","4~8","0","0","1","0",0,6,2,"Service and sales workers",2
"No Urgent Place","Friends","Sunny","80","6PM","Restaurant(<20)","2h","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","0","0","0","1",1,3,5,"Others",2
"No Urgent Place","Friends","Sunny","80","10PM","Bar","1d","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","1","0","0","1",1,3,5,"Others",24
"No Urgent Place","Friends","Sunny","55","10PM","Bar","2h","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","1","0","0","1",1,3,5,"Others",2
"No Urgent Place","Friends","Sunny","30","10AM","Carry out & Take away","2h","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","0","0","0","1",1,3,5,"Others",2
"No Urgent Place","Friends","Snowy","30","2PM","Restaurant(<20)","1d","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","0","0","0","1",1,3,5,"Others",24
"No Urgent Place","Alone","Rainy","55","10AM","Bar","1d","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","1","0","0","1",1,3,5,"Others",24
"No Urgent Place","Alone","Sunny","80","10AM","Restaurant(<20)","2h","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","0","0","0","1",1,3,5,"Others",2
"No Urgent Place","Partner","Sunny","30","10AM","Restaurant(20-50)","1d","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","0","0","0","1",1,3,5,"Others",24
"No Urgent Place","Partner","Rainy","55","6PM","Bar","2h","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","1","0","0","1",1,3,5,"Others",2
"No Urgent Place","Partner","Snowy","30","10AM","Restaurant(<20)","1d","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","0","0","0","1",1,3,5,"Others",24
"Home","Alone","Sunny","80","6PM","Carry out & Take away","2h","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","1","0","1","0",1,3,5,"Others",2
"Home","Alone","Sunny","30","6PM","Carry out & Take away","1d","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","0","0","0","1",1,3,5,"Others",24
"Home","Alone","Rainy","55","10PM","Coffee House","2h","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","0","0","1","0",0,3,5,"Others",2
"Home","Alone","Snowy","30","10PM","Coffee House","2h","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","1","0","0","1",0,3,5,"Others",2
"Home","Alone","Sunny","80","6PM","Restaurant(20-50)","1d","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","0","0","1","0",0,3,5,"Others",24
"Home","Partner","Sunny","30","6PM","Restaurant(<20)","1d","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","1","1","0","1",1,3,5,"Others",24
"Home","Partner","Sunny","30","10PM","Restaurant(<20)","2h","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","1","0","1","0",1,3,5,"Others",2
"Home","Partner","Rainy","55","6PM","Carry out & Take away","1d","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","0","0","1","0",1,3,5,"Others",24
"Work","Alone","Rainy","55","7AM","Carry out & Take away","1d","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","0","0","0","1",1,3,5,"Others",24
"Work","Alone","Snowy","30","7AM","Coffee House","1d","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","0","0","1","0",0,3,5,"Others",24
"Work","Alone","Snowy","30","7AM","Bar","1d","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","1","1","0","1",0,3,5,"Others",24
"Work","Alone","Sunny","80","7AM","Restaurant(20-50)","2h","Female","26","Unmarried partner","0","Some college - no degree","Office & Administrative Support","$50000 - $62499","1~3","never","4~8","4~8","less1","0","0","1","0",0,3,5,"Others",2
"No Urgent Place","Friends","Sunny","80","6PM","Restaurant(<20)","2h","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","0","0","0","1",1,3,1,"Service and sales workers",2
"No Urgent Place","Friends","Sunny","80","10PM","Bar","1d","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","1","0","0","1",0,3,1,"Service and sales workers",24
"No Urgent Place","Friends","Sunny","55","10PM","Bar","2h","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","1","0","0","1",0,3,1,"Service and sales workers",2
"No Urgent Place","Friends","Sunny","30","10AM","Carry out & Take away","2h","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","0","0","0","1",1,3,1,"Service and sales workers",2
"No Urgent Place","Friends","Snowy","30","2PM","Restaurant(<20)","1d","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","0","0","0","1",1,3,1,"Service and sales workers",24
"No Urgent Place","Alone","Rainy","55","10AM","Bar","1d","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","1","0","0","1",0,3,1,"Service and sales workers",24
"No Urgent Place","Alone","Sunny","80","10AM","Restaurant(<20)","2h","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","0","0","0","1",1,3,1,"Service and sales workers",2
"No Urgent Place","Partner","Sunny","30","10AM","Restaurant(20-50)","1d","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","0","0","0","1",0,3,1,"Service and sales workers",24
"No Urgent Place","Partner","Rainy","55","6PM","Bar","2h","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","1","0","0","1",0,3,1,"Service and sales workers",2
"No Urgent Place","Partner","Snowy","30","10AM","Restaurant(<20)","1d","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","0","0","0","1",1,3,1,"Service and sales workers",24
"Home","Alone","Sunny","80","6PM","Carry out & Take away","2h","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","1","0","1","0",1,3,1,"Service and sales workers",2
"Home","Alone","Sunny","30","6PM","Carry out & Take away","1d","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","0","0","0","1",1,3,1,"Service and sales workers",24
"Home","Alone","Rainy","55","10PM","Coffee House","2h","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","0","0","1","0",0,3,1,"Service and sales workers",2
"Home","Alone","Snowy","30","10PM","Coffee House","2h","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","1","0","0","1",0,3,1,"Service and sales workers",2
"Home","Alone","Sunny","80","6PM","Restaurant(20-50)","1d","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","0","0","1","0",0,3,1,"Service and sales workers",24
"Home","Partner","Sunny","30","6PM","Restaurant(<20)","1d","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","1","1","0","1",1,3,1,"Service and sales workers",24
"Home","Partner","Sunny","30","10PM","Restaurant(<20)","2h","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","1","0","1","0",1,3,1,"Service and sales workers",2
"Home","Partner","Rainy","55","6PM","Carry out & Take away","1d","Male","26","Single","1","Some college - no degree","Sales & Related","Less than $12500","never","never","never","1~3","never","0","0","1","0",1,3,1,"Service and sales workers",24
